"goal","dimension","region_id","2012","2013","2014","2015","2016","2017","2018"
"LIV","trend",168,0.69,0.54,0.54,0.54,0.54,0.54,0.54
"LIV","trend",169,-1,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84
"LIV","trend",171,-0.67,0,0,0,0,0,0
"LIV","trend",172,0.15,0.1,0.1,0.1,0.1,0.1,0.1
"LIV","trend",173,1,1,1,1,1,1,1
"LIV","trend",174,-0.33,0,0,0,0,0,0
"LIV","trend",175,0,0,0,0,0,0,0
"LIV","trend",176,0,0,0,0,0,0,0
"LIV","trend",177,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",178,0,0,0,0,0,0,0
"LIV","trend",179,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",180,0.98,0.99,0.99,0.99,0.99,0.99,0.99
"LIV","trend",181,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",182,-0.86,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94
"LIV","trend",183,1,1,1,1,1,1,1
"LIV","trend",184,0,0,0,0,0,0,0
"LIV","trend",185,-0.52,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47
"LIV","trend",186,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",187,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",188,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"LIV","trend",189,-0.25,0,0,0,0,0,0
"LIV","trend",190,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",191,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"LIV","trend",192,1,1,1,1,1,1,1
"LIV","trend",193,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"LIV","trend",194,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",195,-0.34,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22
"LIV","trend",196,0.94,0.9,0.9,0.9,0.9,0.9,0.9
"LIV","trend",197,-0.93,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91
"LIV","trend",198,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",199,1,1,1,1,1,1,1
"LIV","trend",200,-0.93,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
"LIV","trend",202,1,1,1,1,1,1,1
"LIV","trend",203,-1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
"LIV","trend",204,1,1,1,1,1,1,1
"LIV","trend",205,0.96,0.94,0.94,0.94,0.94,0.94,0.94
"LIV","trend",206,1,1,1,1,1,1,1
"LIV","trend",207,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",208,0.66,0.5,0.5,0.5,0.5,0.5,0.5
"LIV","trend",209,0.31,0.34,0.34,0.34,0.34,0.34,0.34
"LIV","trend",210,-1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
"LIV","trend",212,-0.15,0.07,0.07,0.07,0.07,0.07,0.07
"LIV","trend",213,NA,NA,NA,NA,NA,NA,NA
"LIV","trend",214,1,0.67,0.67,0.67,0.67,0.67,0.67
"LIV","trend",215,0.88,0.94,0.94,0.94,0.94,0.94,0.94
"LIV","trend",216,-0.24,0.31,0.31,0.31,0.31,0.31,0.31
"LIV","trend",218,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"LIV","trend",219,0,0,0,0,0,0,0
"LIV","trend",220,0.22,0.21,0.21,0.21,0.21,0.21,0.21
"LIV","trend",221,0.22,0.21,0.21,0.21,0.21,0.21,0.21
"LIV","trend",222,0.9,0.94,0.94,0.94,0.94,0.94,0.94
"LIV","trend",223,-0.31,0.09,0.09,0.09,0.09,0.09,0.09
"LIV","trend",224,1,1,1,1,1,1,1
"LIV","trend",227,0.62,0.68,0.68,0.68,0.68,0.68,0.68
"LIV","trend",228,0.62,0.68,0.68,0.68,0.68,0.68,0.68
"LIV","trend",231,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",232,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",237,-0.23,0.09,0.09,0.09,0.09,0.09,0.09
"LIV","trend",244,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",245,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",247,-0.65,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66
"LIV","trend",248,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",249,-1,-1,-1,-1,-1,-1,-1
"LIV","trend",250,0.99,0.99,0.99,0.99,0.99,0.99,0.99
