layer,targets,field_name,field_info
po_pathogens,pressures CW,description,"Population without access to improved sanitation facilities. 

"
po_pathogens,pressures CW,source1,World Health Organization and United Nations Children's Fund's Joint Monitoring Programme (WHO/UNICEF's JMP)
po_pathogens,pressures CW,source_url1,"http://www.wssinfo.org/data-estimates/table
"
po_pathogens,pressures CW,data_prep_url,
po_trash,pressures CW,description,"Global marine plastics (Eriksen et al. 2014)

"
po_trash,pressures CW,source1,"Eriksen M., Lebreton, L. C. M., Carson, H. S., Thiel, M., Moore, C. J. and Borerro, J. C.  (2014). 
**Plastic pollution in the worldâs oceans: more than 5 trillion plastic pieces weighing over 250,000 tons afloat at sea**. _PLoS ONE_ 9:e111913. doi:10.1371/journal.pone.0111913"
po_trash,pressures CW,source_url1,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0111913. 
po_trash,pressures CW,source2, J. Afflerbach et al. (2015). Methods
po_trash,pressures CW,source_url2,https://github.com/OHI-Science/ohiprep/tree/master/globalprep/CW_pressure_trash
po_trash,pressures CW,data_prep_url,
element_wts_cp_km2_x_protection,pressures resilience,description,"Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass"
element_wts_cp_km2_x_protection,pressures resilience,data_prep_url,
element_wts_cs_km2_x_storage,pressures resilience,description,"Habitat extent mulitiplied by habitat carbon storage capacity for: mangrove, saltmarsh and seagrass"
element_wts_cs_km2_x_storage,pressures resilience,data_prep_url,
element_wts_hab_pres_abs,pressures resilience,description,List of regions with habitat (all habitats are weighted equally)
element_wts_hab_pres_abs,pressures resilience,data_prep_url,
fp_habitat,resilience,description,"Convention on Biological Diversity (Habitat related regulations and protections)

- [Convention on Biological Diversity (CBD) Third National Report (habitat related questions) 2005](http://www.cbd.int/reports/search/default.shtml)"
fp_habitat,resilience,data_prep_url,
fp_mora,resilience,description,"Convention on Biological Diversity (Fishing related regulations and protections)

- [Convention on Biological Diversity (CBD) Third National Report (habitat related questions) 2005](http://www.cbd.int/reports/search/default.shtml)"
fp_mora,resilience,data_prep_url,
fp_mora_artisanal,resilience,description,"Convention on Biological Diversity (Artisanal fishing related regulations and protections)

- [Convention on Biological Diversity (CBD) Third National Report (habitat related questions) 2005](http://www.cbd.int/reports/search/default.shtml)"
fp_mora_artisanal,resilience,data_prep_url,
fp_mpa_coast,resilience,description,LSP scores
fp_mpa_coast,resilience,data_prep_url,
fp_mpa_eez,resilience,description,LSP model applied to eez
fp_mpa_eez,resilience,data_prep_url,
g_cites,resilience,description,"Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories.

"
g_cites,resilience,source1,CITES List of Contracting Parties
g_cites,resilience,source_url1,http://www.cites.org/eng/disc/parties/chronolo.php
g_cites,resilience,data_prep_url,
g_mariculture,resilience,description,"Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

"
g_mariculture,resilience,source1,Convention on Biological Diversity (CBD)
g_mariculture,resilience,source_url1,"http://www.cbd.int/reports/search/default.shtml
"
g_mariculture,resilience,data_prep_url,
g_msi_gov,resilience,description,"Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI). 

"
g_msi_gov,resilience,source1,"Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28'56."
g_msi_gov,resilience,data_prep_url,
g_tourism,resilience,description,"Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

"
g_tourism,resilience,source1,Convention on Biological Diversity (CBD)
g_tourism,resilience,source_url1,"http://www.cbd.int/reports/search/default.shtml
"
g_tourism,resilience,data_prep_url,
hd_habitat,resilience,description,"Convention on Biological Diversity (Habitat related regulations and protections)

- [Convention on Biological Diversity (CBD) Third National Report (habitat related questions) 2005](http://www.cbd.int/reports/search/default.shtml)"
hd_habitat,resilience,data_prep_url,
hd_mpa_coast,resilience,description,LSP scores
hd_mpa_coast,resilience,data_prep_url,
hd_mpa_eez,resilience,description,LSP model applied to eez
hd_mpa_eez,resilience,data_prep_url,
li_gci,resilience,description,"Global Competitiveness Index (GCI) scores from the World Economic Forum.

"
li_gci,resilience,source1,World Economic Forum
li_gci,resilience,source_url1,"http://www.weforum.org/issues/global-competitiveness
"
li_gci,resilience,data_prep_url,
li_sector_evenness,resilience,description,Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector.
li_sector_evenness,resilience,data_prep_url,
po_water,resilience,description,"Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

"
po_water,resilience,source1,Convention on Biological Diversity (CBD)
po_water,resilience,source_url1,"http://www.cbd.int/reports/search/default.shtml
"
po_water,resilience,data_prep_url,
res_spi,resilience,description,Average of 3 categories evaluating social progress
res_spi,resilience,data_prep_url,
sp_alien_species,resilience,description,"Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

"
sp_alien_species,resilience,source1,Convention on Biological Diversity (CBD)
sp_alien_species,resilience,source_url1,http://www.cbd.int/reports/search/default.shtml
sp_alien_species,resilience,data_prep_url,
species_diversity_3nm,resilience,description,"Marine species diversity as a proxy for ecological integrity: coastal (IUCN).

"
species_diversity_3nm,resilience,source1,International Union for Conservation of Nature (IUCN)
species_diversity_3nm,resilience,source_url1,"http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme
"
species_diversity_3nm,resilience,data_prep_url,
species_diversity_eez,resilience,description,"Marine species diversity as a proxy for ecological integrity: ocean (IUCN).

"
species_diversity_eez,resilience,source1,International Union for Conservation of Nature (IUCN)
species_diversity_eez,resilience,source_url1,"http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme
"
species_diversity_eez,resilience,data_prep_url,
wgi_all,resilience,description,"World Governance Indicators (WGI) six combined scores.

"
wgi_all,resilience,source1,Worldwide Governance Indicators (WGI)
wgi_all,resilience,source_url1,http://info.worldbank.org/governance/wgi/index.asp
wgi_all,resilience,data_prep_url,
cntry_rgn,spatial,description,"Lookup table of country codes (based on ISO 3166 country codes) and Ocean Health Index region idenifiers.

"
cntry_rgn,spatial,source1,ISO 3166 country codes
cntry_rgn,spatial,source_url1,"http://en.wikipedia.org/wiki/ISO_3166-1
"
cntry_rgn,spatial,data_prep_url,
rgn_area,spatial,description,"Area of Ocean Health Index regions based on exclusive economic zones (VLIZ 2012). 

"
rgn_area,spatial,source1,"VLIZ Maritime Boundaries Geodatabase, version 7"
rgn_area,spatial,source_url1,"http://www.marineregions.org/
"
rgn_area,spatial,data_prep_url,
rgn_area_inland1km,spatial,description,inland area 1 km from shore.
rgn_area_inland1km,spatial,data_prep_url,
rgn_area_offshore3nm,spatial,description,"Area of Ocean Health Index regions to 3nm (VLIZ 2012). 

"
rgn_area_offshore3nm,spatial,source1,"VLIZ Maritime Boundaries Geodatabase, version 7"
rgn_area_offshore3nm,spatial,source_url1,"http://www.marineregions.org/
"
rgn_area_offshore3nm,spatial,data_prep_url,
rgn_georegions,spatial,description,"Lookup table of Ocean Health Index regions and UN georegion identifiers at 3 georegion levels.

"
rgn_georegions,spatial,source1,UN geographical region and composition
rgn_georegions,spatial,source_url1,"http://unstats.un.org/unsd/methods/m49/m49regin.htm
"
rgn_georegions,spatial,data_prep_url,
rgn_global,spatial,description,"Regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed."
rgn_global,spatial,data_prep_url,
rgn_labels,spatial,description,"Ocean Health Index regions by type (eez, subocean, unclaimed) and label"
rgn_labels,spatial,data_prep_url,
spp_status,SPP,description,"International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

"
spp_status,SPP,source1,International Union for Conservation of Nature (IUCN)
spp_status,SPP,source_url1,"http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme
"
spp_status,SPP,data_prep_url,
spp_trend,SPP,description,"International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

"
spp_trend,SPP,source1,International Union for Conservation of Nature (IUCN)
spp_trend,SPP,source_url1,"http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme
"
spp_trend,SPP,data_prep_url,
tr_jobs_pct_tourism,TR,description,"Percent direct employment in tourism (WTTC).

"
tr_jobs_pct_tourism,TR,source1,World Travel and Tourism Council (WTTC)
tr_jobs_pct_tourism,TR,source_url1,"http://www.wttc.org/research/economic-data-search-tool/
"
tr_jobs_pct_tourism,TR,data_prep_url,
tr_sustainability,TR,description,"Tourism Competitiveness Index (TTCI) from the World Economic Forum

"
tr_sustainability,TR,source1,World Economic Forum
tr_sustainability,TR,source_url1,http://reports.weforum.org/travel-and-tourism-competitiveness-report-2015/index-results-the-travel-tourism-competitiveness-index-ranking-2015/
tr_sustainability,TR,data_prep_url,
tr_travelwarnings,TR,description,"Countries with US State Department travel warnings.

"
tr_travelwarnings,TR,source1,U.S. Department of State
tr_travelwarnings,TR,source_url1,http://travel.state.gov/content/passports/english/alertswarnings.html
tr_travelwarnings,TR,data_prep_url,
