iucn_sid,am_sid,sciname,dist_align,area_ratio,method,name
133530,SLB-117551,Stylophora subseriata,58.534,74.914,all depth,Club Finger Coral
133532,URM-Cn-4851,Acropora verweyi,80.396,56.919,all depth,Acropora verweyi
133534,URM-Cn-5986,Pocillopora zelli,61.838,39.406,all depth,Pocillopora zelli
133535,URM-Cn-4950,Agaricia agaricites,79.527,88.294,all depth,Purple Lettuce Coral
133538,SLB-62658,Herpolitha limax,87.695,23.721,all depth,Striate Boomerang Coral
133543,SLB-158796,Porites brighami,68.855,26.058,all depth,Porites brighami
133545,SLB-62704,Paraclavarina triangularis,72.086,38.742,all depth,Paraclavarina triangularis
133547,URM-Cn-4855,Acropora yongei,74.361,54.838,all depth,Acropora yongei
133548,URM-Cn-5007,Stylocoeniella armata,75.326,61.77,all depth,Thorn Coral
133551,URM-Cn-5865,Lobophyllia corymbosa,83.364,50.313,all depth,Brain Root Coral
133556,URM-Cn-4935,Montipora spumosa,81.313,49.96,all depth,Montipora spumosa
133557,SLB-158238,Acanthastrea brevis,63.162,67.15,all depth,Starry Cup Coral
133560,URM-Cn-5577,Goniastrea palauensis,81.426,52.929,all depth,Goniastrea palauensis
133563,URM-Cn-4927,Montipora peltiformis,79.322,61.291,all depth,Montipora peltiformis
133564,URM-Cn-5863,Isophyllastrea rigida,86.097,36.686,all depth,Isophyllastrea rigida
133566,URM-Cn-5886,Scolymia australis,58.297,52.358,all depth,Scolymia australis
133569,URM-Cn-5538,Favia favus,88.43,52.989,all depth,Head Coral
133570,URM-Cn-6140,Psammocora profundacella,82.493,52.495,all depth,Psammocora profundacella
133571,URM-Cn-5609,Platygyra carnosus,75.676,36.984,all depth,Platygyra carnosus
133574,SLB-158797,Porites pukoensis,39.968,0.489,all depth,Porites pukoensis
133575,SLB-61985,Cladocora arbuscula,70.37,74.395,all depth,Tube Coral
133581,URM-Cn-4985,Pavona diffluens,92.948,50.231,all depth,Pavona diffluens
133582,SLB-62826,Oxypora crassispinosa,92.629,15.069,all depth,Porous Lettucw Coral
133584,SLB-158799,Porites divaricata,69.484,50.403,all depth,Porites divaricata
133587,URM-Cn-5794,Sandalolitha dentata,79.567,30.198,all depth,Sandalolitha dentata
133589,URM-Cn-6136,Psammocora explanulata,73.958,50.779,all depth,Psammocora explanulata
133590,URM-Cn-6147,Siderastrea savignyana,55.301,72.284,all depth,African Pillow Coral
133591,URM-Cn-5864,Isophyllia sinuosa,86.324,36.752,all depth,Sinuous Cactus Coral
133592,URM-Cn-4747,Acropora exquisita,85.725,45.075,all depth,Acropora exquisita
133595,W-Hyd-210730,Millepora platyphylla,75.17,46.109,all depth,Wello Fire Coral
133597,URM-Cn-5746,Cantharellus doederleini,43.807,68.218,all depth,Cantharellus doederleini
133599,URM-Cn-4944,Montipora undata,79.64,54.123,all depth,Montipora undata
133604,URM-Cn-4713,Acropora arabensis,56.816,31.354,all depth,Acropora arabensis
133606,URM-Cn-5895,Symphyllia recta,85.989,52.429,all depth,Symphyllia recta
133607,URM-Cn-6020,Goniopora minor,99.682,7.406,all depth,Goniopora minor
133611,URM-Cn-5972,Madracis senaria,87.689,38.402,all depth,Madracis senaria
133613,URM-Cn-6077,Porites solida,77.842,62.87,all depth,Boulder Coral
133614,SLB-62852,Seriatopora guttatus,58.035,82.295,all depth,Bush Coral
133619,URM-Cn-5868,Lobophyllia diminuta,54.662,70.742,all depth,Lobophyllia diminuta
133621,URM-Cn-4849,Acropora valenciennesi,87.966,47.907,all depth,Acropora valenciennesi
133622,URM-Cn-4883,Montipora capitata,53.651,79.653,all depth,Montipora capitata
133631,URM-Cn-5534,Erythrastrea flabellata,60.582,71.062,all depth,Erythrastrea flabellata
133633,URM-Cn-5471,Turbinaria mesenterina,92.962,35.767,all depth,Turbinaria mesenterina
133634,URM-Cn-5580,Goniastrea retiformis,90.189,30.659,all depth,Goniastrea retiformis
133636,URM-Cn-4964,Leptoseris gardineri,70.971,62.003,all depth,Leptoseris gardineri
133637,URM-Cn-5980,Pocillopora indiania,76.399,41.228,all depth,Pocillopora indiania
133638,URM-Cn-5546,Favia maritima,86.374,29.731,all depth,Favia maritima
133639,URM-Cn-4806,Acropora pichoni,54.593,88.691,all depth,Acropora pichoni
133642,URM-Cn-5848,Acanthastrea hemprichii,69.746,67.094,all depth,Hemprich' Brain Coral
133645,SLB-184819,Porites somaliensis,34.557,16.897,all depth,Porites somaliensis
133646,URM-Cn-4947,Montipora verrucosa,79.089,69.35,all depth,Montipora verrucosa
133647,URM-Cn-4809,Acropora polystoma,79.138,46.377,all depth,Acropora polystoma
133648,URM-Cn-5514,Cyphastrea microphthalma,91.326,34.357,all depth,Cyphastrea microphthalma
133649,SLB-93391,Acropora abrotanoides,80.491,56.258,all depth,Acropora abrotanoides
133651,URM-Cn-5613,Platygyra lamellina,90.795,21.985,all depth,Platygyra lamellina
133653,URM-Cn-4732,Isopora cylindrica,25.677,66.631,all depth,Isopora cylindrica
133654,URM-Cn-5561,Favites chinensis,88.68,31.301,all depth,Favites chinensis
133658,SLB-93454,Acropora bifurcata,59.242,73.772,all depth,Plating Acropora Coral
133659,URM-Cn-5991,Stylophora kuehlmanni,74.079,63.828,all depth,Stylophora kuehlmanni
133660,SLB-184810,Isopora cuneata,74.713,52.145,all depth,Isopora cuneata
133662,URM-Cn-5905,Galaxea fascicularis,89.066,35.212,all depth,Galaxea fascicularis
133665,URM-Cn-5581,Goniastrea thecata,97.019,27.869,all depth,Goniastrea thecata
133666,URM-Cn-4785,Acropora millepora,90.162,39.006,all depth,Plate Acropora
133668,URM-Cn-6030,Goniopora stokesi,92.137,21.143,all depth,Daisy Coral
133672,SLB-158629,Acropora efflorescens,57.184,40.556,all depth,Acropora efflorescens
133673,URM-Cn-5766,Fungia paumotensis,87.801,44.968,all depth,Elongate Mushroom Coral
133674,URM-Cn-4919,Montipora mollis,80.088,60.517,all depth,Montipora mollis
133676,URM-Cn-6143,Psammocora vaughani,22.641,66.928,all depth,Psammocora vaughani
133679,URM-Cn-5428,Heteropsammia cochlea,85.437,47.104,all depth,Heteropsammia cochlea
133680,URM-Cn-6038,Porites astreoides,48.295,61.347,all depth,Mustard Hill Coral
133682,SLB-93593,Acropora subulata,79.898,47.879,all depth,Acropora subulata
133685,URM-Cn-5995,Stylophora pistillata,83.017,52.235,all depth,Smooth Cauliflower Coral
133686,URM-Cn-4961,Leptoseris cailleti,95.367,38.774,all depth,Lace Lettuce Coral
133690,URM-Cn-5513,Cyphastrea japonica,97.641,16.472,all depth,Lesser Knob Coral
133693,URM-Cn-5795,Sandalolitha robusta,82.091,47.928,all depth,Irregular Boomerang Coral
133697,URM-Cn-5475,Turbinaria reniformis,89.891,23.267,all depth,Yellow Scroll Coral
133702,URM-Cn-4987,Pavona duerdeni,81.868,47.793,all depth,Pavona duerdeni
132859,URM-Cn-5604,Oulastrea crispata,74.731,63.921,200 m clip,Oulastrea crispata
132860,SLB-62998,Psammocora stellata,61.891,80.619,200 m clip,Psammocora stellata
132863,SLB-93516,Acropora prostrata,77.402,90.072,200 m clip,Acropora prostrata
132866,URM-Cn-4877,Montipora angulata,80.735,93.628,200 m clip,Montipora angulata
132869,URM-Cn-4750,Acropora florida,87.508,79.922,200 m clip,Branch Coral
132871,URM-Cn-5952,Pectinia elongata,85.77,32.664,200 m clip,Pectinia elongata
132874,URM-Cn-5888,Scolymia lacera,21.44,91.065,200 m clip,Atlantic Mushroom Coral
132875,URM-Cn-5982,Pocillopora kelleheri,66.817,52.965,200 m clip,Pocillopora kelleheri
132876,URM-Cn-4973,Leptoseris tubulifera,66.465,61.303,200 m clip,Leptoseris tubulifera
132877,URM-Cn-5759,Fungia fralinae,88.089,51.362,200 m clip,Fungia fralinae
132878,URM-Cn-5549,Favia maxima,88.067,43.252,200 m clip,Favia maxima
132880,URM-Cn-4995,Pavona venosa,83.971,83.522,200 m clip,Pavona venosa
132883,URM-Cn-5572,Goniastrea australensis,82.088,46.287,200 m clip,Lesser Star Coral
132884,URM-Cn-5508,Colpophyllia natans,93.624,61.821,200 m clip,Boulder Brain Coral
132885,URM-Cn-4965,Leptoseris hawaiiensis,76.603,97.04,200 m clip,Porcelain Coral
132886,SLB-93397,Acropora seriata,71.938,76.471,200 m clip,Acropora seriata
132892,URM-Cn-4910,Montipora hodgsoni,76.791,94.26,200 m clip,Montipora hodgsoni
132894,URM-Cn-5557,Favia veroni,86.4,46.271,200 m clip,Favia veroni
132900,URM-Cn-5894,Symphyllia radians,78.998,99.939,200 m clip,Symphyllia radians
132902,SLB-62642,Fungia puishani,78.508,91.755,200 m clip,Fungia puishani
132903,URM-Cn-4970,Leptoseris solida,59.163,92.183,200 m clip,Leptoseris solida
132906,SLB-93376,Acropora irregularis,70.521,86.179,200 m clip,Acropora irregularis
132908,URM-Cn-4818,Acropora rosaria,76.081,87.19,200 m clip,Acropora rosaria
132909,URM-Cn-4848,Acropora turaki,70.977,98.252,200 m clip,Acropora turaki
132911,URM-Cn-4992,Pavona maldivensis,80.525,99.019,200 m clip,Pavona maldivensis
132915,SLB-158712,Siderastrea stellata,85.632,17.647,200 m clip,Siderastrea stellata
132916,URM-Cn-5470,Turbinaria irregularis,88.833,28.264,200 m clip,Turbinaria irregularis
132917,URM-Cn-4958,Gardineroseris planulata,80.635,97.866,200 m clip,Honeycomb Coral
132922,URM-Cn-5595,Montastrea curta,79.841,96.78,200 m clip,Montastrea curta
132923,URM-Cn-5985,Pocillopora woodjonesi,85.194,89.217,200 m clip,Pocillopora woodjonesi
132927,SLB-61850,Leptoseris striata,83.916,31.99,200 m clip,Leptoseris striata
132928,URM-Cn-5953,Pectinia lactuca,86.023,70.21,200 m clip,Lettuce Coral
132931,URM-Cn-4854,Acropora willisae,74.21,79.285,200 m clip,Acropora willisae
132933,URM-Cn-4723,Acropora carduus,85.79,58.724,200 m clip,Acropora carduus
132935,URM-Cn-4807,Acropora plumosa,77.609,95.346,200 m clip,Acropora plumosa
132936,SLB-190543,Favia pallida,88.036,96.698,200 m clip,Favia pallida
132940,URM-Cn-4710,Acropora acuminata,87.751,65.496,200 m clip,Acropora acuminata
132941,URM-Cn-5862,Indophyllia macassarensis,93.483,4.549,200 m clip,Indophyllia macassarensis
132942,SLB-93057,Montipora patula,100,39.97,200 m clip,Montipora patula
132945,URM-Cn-6043,Porites colonensis,91.998,4.215,200 m clip,Honeycomb Plate Coral
132946,SLB-93732,Acropora lianae,75.351,99.295,200 m clip,Acropora lianae
132950,SLB-158633,Acropora macrostoma,48.167,79.88,200 m clip,Acropora macrostoma
132957,URM-Cn-5465,Turbinaria bifrons,60.512,52.135,200 m clip,Turbinaria bifrons
132962,URM-Cn-5892,Symphyllia erythraea,72.048,58.838,200 m clip,Symphyllia erythraea
132963,URM-Cn-5591,Manicina areolata,85.767,96.44,200 m clip,Rose Coral
132967,URM-Cn-5485,Euphyllia yaeyamaensis,74.396,90.587,200 m clip,Euphyllia yaeyamaensis
132968,URM-Cn-5779,Halomitra clavator,40.926,40.594,200 m clip,Halomitra clavator
132969,URM-Cn-4774,Acropora listeri,80.145,79.843,200 m clip,Acropora listeri
132970,URM-Cn-4954,Agaricia lamarcki,93.5,70.232,200 m clip,Lamarck's Sheet Coral
132972,URM-Cn-4800,Acropora paniculata,74.256,96.996,200 m clip,Acropora paniculata
132974,SLB-62368,Plerogyra discus,75.048,82.992,200 m clip,Plerogyra discus
132977,URM-Cn-4937,Montipora stilosa,67.861,96.765,200 m clip,Montipora stilosa
132980,URM-Cn-5590,Leptoria phrygia,88.103,54.724,200 m clip,Leptoria phrygia
132983,URM-Cn-5584,Leptastrea bottae,55.628,99.221,200 m clip,Leptastrea bottae
132984,URM-Cn-4736,Acropora derawanensis,76.953,99.835,200 m clip,Acropora derawanensis
132987,URM-Cn-5524,Echinopora gemmacea,79.929,82.323,200 m clip,Echinopora gemmacea
132988,URM-Cn-4777,Acropora longicyathus,78.515,91.035,200 m clip,Acropora longicyathus
132990,URM-Cn-4790,Acropora multiacuta,73.973,93.045,200 m clip,White Acropora
132991,URM-Cn-6123,Coscinaraea crassa,69.002,76.669,200 m clip,Coscinaraea crassa
132992,URM-Cn-4761,Acropora humilis,81.231,85.473,200 m clip,Finger Coral
132996,URM-Cn-5772,Fungia seychellensis,74.406,67.074,200 m clip,Fungia seychellensis
133000,URM-Cn-4796,Acropora ocellata,59.115,25.58,200 m clip,Acropora ocellata
133002,SLB-117497,Seriatopora stellata,69.259,93.937,200 m clip,Seriatopora stellata
133003,URM-Cn-5583,Leptastrea bewickensis,49.366,72.273,200 m clip,Leptastrea bewickensis
133004,SLB-62804,Simplastrea vesicularis,85.393,58.86,200 m clip,Simplastrea vesicularis
133006,URM-Cn-4798,Acropora palmata,94.583,69.134,200 m clip,Elkhorn Coral
133007,URM-Cn-4917,Montipora malampaya,73.401,89.447,200 m clip,Montipora malampaya
133008,URM-Cn-5775,Fungia spinifer,88.415,47.382,200 m clip,Fungia spinifer
133011,SLB-117488,Pocillopora ankeli,78.476,89.1,200 m clip,Pocillopora ankeli
133013,URM-Cn-4755,Acropora grandis,78.88,90.217,200 m clip,Acropora grandis
133018,URM-Cn-4786,Acropora minuta,86.34,63.766,200 m clip,Acropora minuta
133020,URM-Cn-4841,Acropora tenuis,82.681,87.512,200 m clip,Acropora tenuis
133023,URM-Cn-6062,Porites lichen,86.603,45.693,200 m clip,Lichen Coral
133024,URM-Cn-5827,Merulina scabricula,88.495,42.903,200 m clip,Crispy Crust Coral
133025,URM-Cn-4850,Acropora vaughani,86.393,80.461,200 m clip,Acropora vaughani
133026,SLB-117486,Mycedium mancaoi,82.221,27.164,200 m clip,Mycedium mancaoi
133029,URM-Cn-5552,Favia rotumana,90.481,26.905,200 m clip,Favia rotumana
133031,URM-Cn-4897,Montipora effusa,77.662,70.817,200 m clip,Montipora effusa
133032,URM-Cn-5869,Lobophyllia flabelliformis,86.086,71.877,200 m clip,Lobophyllia flabelliformis
133033,URM-Cn-4813,Acropora pulchra,81.064,89.223,200 m clip,Acropora pulchra
133034,SLB-189121,Fungia fragilis,95.903,18.622,200 m clip,Fungia fragilis
133037,URM-Cn-5885,Mycetophyllia reesi,88.045,73.819,200 m clip,Ridgeless Cactus Coral
133038,URM-Cn-6069,Porites nigrescens,97.951,13.546,200 m clip,Porites nigrescens
133043,URM-Cn-6135,Psammocora digitata,80.94,97.089,200 m clip,Psammocora digitata
133045,SLB-158820,Pocillopora ligulata,54.418,24.077,200 m clip,Pocillopora ligulata
133046,URM-Cn-4861,Anacropora spinosa,67.779,98.907,200 m clip,Anacropora spinosa
133053,URM-Cn-5887,Scolymia cubensis,87.09,89.933,200 m clip,Artichoke Coral
133055,URM-Cn-5564,Favites halicora,89.151,49.148,200 m clip,Favites halicora
133057,URM-Cn-5482,Euphyllia paradivisa,83.409,65.963,200 m clip,Euphyllia paradivisa
133058,URM-Cn-5930,Echinophyllia echinata,75.598,53.335,200 m clip,Echinophyllia echinata
133059,URM-Cn-5617,Platygyra verweyi,81.745,78.98,200 m clip,Platygyra verweyi
133064,URM-Cn-4899,Montipora florida,82.397,70.884,200 m clip,Montipora florida
133066,URM-Cn-4913,Montipora informis,84.349,96.685,200 m clip,Montipora informis
133070,URM-Cn-5601,Montastrea colemani,73.712,88.844,200 m clip,Montastrea Coral
133071,URM-Cn-4901,Montipora foliosa,81.147,91.014,200 m clip,Montipora foliosa
133076,URM-Cn-5873,Lobophyllia robusta,70.086,92.167,200 m clip,Lobed Cactus Coral
133081,URM-Cn-4770,Acropora kirstyae,72.125,73.386,200 m clip,Acropora kirstyae
133082,URM-Cn-6064,Porites lutea,91.297,40.635,200 m clip,Porites lutea
133084,SLB-62376,Barabattoia amicorum,88.779,51.785,200 m clip,Basket Coral
133087,URM-Cn-4836,Acropora subglabra,87.609,86.676,200 m clip,Acropora subglabra
133088,URM-Cn-5528,Echinopora lamellosa,86.511,64.375,200 m clip,Echinopora lamellosa
133089,URM-Cn-5935,Echinophyllia patula,90.191,25.202,200 m clip,Echinophyllia patula
133090,URM-Cn-5587,Leptastrea purpurea,87.703,65.264,200 m clip,Leptastrea purpurea
133092,URM-Cn-4866,Astreopora incrustans,72.73,75.556,200 m clip,Astreopora incrustans
133094,URM-Cn-6138,Psammocora nierstraszi,76.485,87.263,200 m clip,Psammocora nierstraszi
133096,SLB-158798,Porites columnaris,74.91,60.738,200 m clip,Porites columnaris
133097,SLB-117490,Pocillopora danae,75.6,84.745,200 m clip,Pocillopora danae
133099,URM-Cn-5977,Pocillopora elegans,72.68,71.682,200 m clip,Pocillopora elegans
133100,URM-Cn-4956,Agaricia undata,70.169,95.569,200 m clip,Scroll Coral
133102,URM-Cn-5814,Dichocoenia stokesii,85.626,94.344,200 m clip,Dichocoenia stokesii
133106,URM-Cn-5849,Acanthastrea hillae,85.14,75.854,200 m clip,Acanthastrea hillae
133109,URM-Cn-5901,Galaxea acrhelia,61.063,83.639,200 m clip,Galaxea acrhelia
133110,URM-Cn-5750,Ctenactis crassa,86.202,53.615,200 m clip,Ctenactis crassa
133111,SLB-61810,Montipora saudii,93.96,58.582,200 m clip,Montipora saudii
133112,URM-Cn-4724,Acropora caroliniana,70.555,78.846,200 m clip,Acropora caroliniana
133113,URM-Cn-4880,Montipora cactus,72.542,83.568,200 m clip,Montipora cactus
133115,SLB-93474,Acropora retusa,72.533,65.218,200 m clip,Acropora retusa
133120,SLB-61654,Acropora latistella,75.064,93.242,200 m clip,Acropora latistella
133121,URM-Cn-6145,Siderastrea glynni,0,36.262,200 m clip,Siderastrea glynni
133122,SLB-93687,Acropora plantaginea,77.578,65.157,200 m clip,Acropora plantaginea
133124,SLB-158750,Dendrogyra cylindrus,62.803,83.761,200 m clip,Pillar Coral
133125,URM-Cn-4748,Acropora fenneri,83.713,72.869,200 m clip,Acropora fenneri
133127,URM-Cn-5896,Symphyllia valenciennesii,81.021,99.051,200 m clip,Symphyllia valenciennesii
133128,URM-Cn-4812,Acropora pruinosa,82.92,21.523,200 m clip,Acropora pruinosa
133129,URM-Cn-4872,Astreopora ocellata,76.902,91.507,200 m clip,Astreopora ocellata
133131,URM-Cn-4903,Montipora friabilis,69.009,82.476,200 m clip,Montipora friabilis
133132,URM-Cn-4714,Acropora aspera,85.92,91.583,200 m clip,Green Staghorn Coral
133133,URM-Cn-4708,Acropora abrolhosensis,70.736,69.059,200 m clip,Acropora abrolhosensis
133134,URM-Cn-5592,Montastraea annularis,80.112,64.022,200 m clip,Carribean Star Coral
133139,SLB-184813,Isopora palifera,82.932,86.024,200 m clip,Catch Bowl Coral
133142,URM-Cn-5096,Cladocora caespitosa,83.641,77.398,200 m clip,Cladocora caespitosa
133144,W-Hyd-210726,Millepora alcicornis,50.297,62.709,200 m clip,Fire Coral
133145,URM-Cn-5008,Stylocoeniella cocosensis,77.986,84.751,200 m clip,Stylocoeniella cocosensis
133148,URM-Cn-5751,Ctenactis echinata,87.995,80.332,200 m clip,Rough Feather Coral
133151,URM-Cn-5542,Favia lacuna,93.988,45.915,200 m clip,Favia lacuna
133152,URM-Cn-5872,Lobophyllia pachysepta,79.361,95.546,200 m clip,Lobophyllia pachysepta
133157,URM-Cn-5889,Scolymia vitiensis,85.345,76.314,200 m clip,Scolymia vitiensis
133158,URM-Cn-5787,Podabacia crustacea,77.71,83.193,200 m clip,Bracket Coral
133160,URM-Cn-4715,Acropora austera,75.812,92.424,200 m clip,Acropora austera
133161,URM-Cn-5610,Platygyra contorta,74.212,51.049,200 m clip,Platygyra contorta
133165,URM-Cn-5921,Oculina varicosa,90.859,66.142,200 m clip,Fused Ivory Tree Coral
133169,URM-Cn-5993,Stylophora mamillata,73.038,99.794,200 m clip,Stylophora mamillata
133172,SLB-62815,Echinophyllia aspera,88.537,62.928,200 m clip,Flat Lettuce Coral
133175,URM-Cn-4896,Montipora efflorescens,80.044,93.644,200 m clip,Montipora efflorescens
133176,SLB-117467,Coscinaraea exesa,82.791,67.99,200 m clip,Coscinaraea exesa
133177,URM-Cn-5472,Turbinaria patula,88.608,62.853,200 m clip,Disc Coral
133178,URM-Cn-5593,Montastrea annuligera,72.851,92.522,200 m clip,Montastrea annuligera
133182,SLB-184808,Isopora brueggemanni,63.896,97.392,200 m clip,Isopora brueggemanni
133183,URM-Cn-5761,Fungia granulosa,87.325,46.455,200 m clip,Fungia granulosa
133184,SLB-62757,Mussismilia hispida,93.434,68.448,200 m clip,Mussismilia hispida
133186,URM-Cn-4900,Montipora floweri,75.505,99.21,200 m clip,Montipora floweri
133192,URM-Cn-5947,Oxypora glabra,85.842,30.825,200 m clip,Porous Lettuce Coral
133193,W-Oct-210725,Heliopora coerulea,77.639,56.628,200 m clip,Blue Coral
133194,URM-Cn-4893,Montipora digitata,80.241,95.992,200 m clip,Montipora digitata
133195,SLB-93690,Acropora appressa,85.289,89.774,200 m clip,Acropora appressa
133197,URM-Cn-5984,Pocillopora verrucosa,85.969,96.735,200 m clip,Rasp Coral
133200,URM-Cn-5606,Oulophyllia crispa,87.538,45.754,200 m clip,Oulophyllia crispa
133201,SLB-190518,Fungia scutaria,82.939,46.726,200 m clip,Fungia scutaria
133203,URM-Cn-4840,Acropora tenella,86.725,45.829,200 m clip,Acropora tenella
133206,URM-Cn-4819,Acropora roseni,52.897,92.87,200 m clip,Acropora roseni
133209,URM-Cn-5567,Favites pentagona,86.906,60.65,200 m clip,Favites pentagona
133210,URM-Cn-5554,Favia speciosa,85.658,87.069,200 m clip,Favia speciosa
133212,URM-Cn-5915,Oculina diffusa,75.191,97.31,200 m clip,Diffuse Ivory Bush Coral
133213,URM-Cn-5786,Lithophyllon undulatum,89.412,34.838,200 m clip,Stone Leaf Coral
133215,URM-Cn-5777,Fungia tenuis,63.961,83.711,200 m clip,Fungia tenuis
133216,URM-Cn-6063,Porites lobata,81.25,36.122,200 m clip,Lobe Coral
133217,SLB-158789,Meandrina danae,79.719,84.955,200 m clip,Meandrina danae
133218,URM-Cn-4975,Pachyseris foliosa,71.679,82.821,200 m clip,Pachyseris foliosa
133219,URM-Cn-5486,Nemenzophyllia turbida,78.622,78.115,200 m clip,Nemenzophyllia turbida
133220,URM-Cn-4882,Montipora caliculata,83.504,98.232,200 m clip,Montipora caliculata
133222,URM-Cn-5975,Pocillopora damicornis,68.173,72.306,200 m clip,Cauliflower Coral
133223,URM-Cn-4740,Acropora donei,88.095,74.625,200 m clip,Acropora donei
133227,SLB-93757,Astreopora expansa,76.71,91.154,200 m clip,Astreopora expansa
133231,URM-Cn-5517,Diploastrea heliopora,83.471,80.387,200 m clip,Double Star Coral
133233,URM-Cn-4769,Acropora kimbeensis,72.596,90.095,200 m clip,Pink-Tip Acropora
133236,URM-Cn-5907,Galaxea paucisepta,88.626,39.59,200 m clip,Galaxea paucisepta
133237,SLB-62474,Montastraea cavernosa,92.558,51.88,200 m clip,Great Star Coral
133238,URM-Cn-4909,Montipora hispida,78.376,98.864,200 m clip,Montipora hispida
133239,URM-Cn-4792,Acropora nasuta,82.156,87.548,200 m clip,Acropora nasuta
133240,URM-Cn-4982,Pavona clavus,82.102,97.839,200 m clip,Pavona clavus
133242,URM-Cn-4989,Pavona frondifera,73.05,78.466,200 m clip,Leaf Coral
133244,URM-Cn-5563,Favites flexuosa,91.092,35.06,200 m clip,Favites flexuosa
133246,URM-Cn-5846,Acanthastrea echinata,81.985,99.422,200 m clip,Acanthastrea echinata
133248,URM-Cn-4816,Acropora robusta,81.273,87.515,200 m clip,Green Robusta
133250,URM-Cn-4738,Acropora digitifera,80.813,87.892,200 m clip,Acropora digitifera
133251,URM-Cn-5996,Stylophora wellsi,75.226,66.873,200 m clip,Stylophora wellsi
133252,URM-Cn-4846,Acropora tortuosa,76.883,57.696,200 m clip,Cali Tort
133253,URM-Cn-5860,Blastomussa wellsi,79.328,86.882,200 m clip,Blastomussa wellsi
133255,URM-Cn-4953,Agaricia humilis,92.41,90.276,200 m clip,Low-Life Lettuce Coral
133256,URM-Cn-5481,Euphyllia glabrescens,85.066,95.922,200 m clip,Brain Trumpet Coral
133258,URM-Cn-5495,Plerogyra sinuosa,83.685,65.399,200 m clip,Rounded Bubblegum Coral
133260,URM-Cn-6149,Trachyphyllia geoffroyi,94.774,66.272,200 m clip,Trachyphyllia geoffroyi
133261,URM-Cn-4983,Pavona danai,70.376,90.74,200 m clip,Pavona danai
133267,URM-Cn-4868,Astreopora listeri,75.346,99.887,200 m clip,Starflower Coral
133268,URM-Cn-5875,Micromussa diminuta,74.873,91.229,200 m clip,Micromussa diminuta
133269,URM-Cn-5782,Heliofungia actiniformis,61.563,94.937,200 m clip,Long Tentacle Plate Coral
133271,URM-Cn-4824,Acropora sarmentosa,82.808,86.308,200 m clip,Blue Sarmentosa
133272,URM-Cn-5954,Pectinia paeonia,88.391,56.178,200 m clip,Pectinia paeonia
133277,URM-Cn-6040,Porites australiensis,76.309,37.677,200 m clip,Porites australiensis
133281,URM-Cn-5963,Madracis formosa,91.005,90.219,200 m clip,Eight-Ray Finger Coral
133283,URM-Cn-4718,Acropora batunai,77.014,94.65,200 m clip,Acropora batunai
133284,URM-Cn-5620,Plesiastrea versipora,81.345,92.418,200 m clip,Plesiastrea versipora
133289,SLB-117478,Euphyllia paraancora,70.692,90.427,200 m clip,Euphyllia paraancora
133290,URM-Cn-5560,Favites abdita,91.002,40.539,200 m clip,Favites abdita
133291,URM-Cn-4835,Acropora striata,63.109,67.571,200 m clip,Acropora striata
133292,URM-Cn-4871,Astreopora myriophthalma,83.121,87.149,200 m clip,Astreopora myriophthalma
133298,URM-Cn-4942,Montipora turgescens,82.578,99.858,200 m clip,Montipora turgescens
133302,URM-Cn-4865,Astreopora gracilis,71.53,97.002,200 m clip,Astreopora gracilis
133304,URM-Cn-5870,Lobophyllia hataii,78.862,98.007,200 m clip,Lobophyllia hataii
133305,URM-Cn-4946,Montipora verrilli,81.223,31.348,200 m clip,Montipora verrilli
133307,URM-Cn-5553,Favia rotundata,77.885,80.796,200 m clip,Favia rotundata
133308,SLB-190516,Fungia scruposa,81.995,59.882,200 m clip,Fungia scruposa
133309,URM-Cn-5981,Pocillopora inflata,74.162,45.472,200 m clip,Pocillopora inflata
133311,URM-Cn-4757,Acropora halmaherae,78.068,19.913,200 m clip,Acropora halmaherae
133313,URM-Cn-4733,Acropora cytherea,80.136,92.478,200 m clip,Acropora cytherea
133315,URM-Cn-4788,Acropora monticulosa,77.771,87.179,200 m clip,Acropora monticulosa
133319,URM-Cn-4760,Acropora horrida,81.321,89.516,200 m clip,Blue Staghorn
133320,URM-Cn-4830,Acropora solitaryensis,81.13,91.831,200 m clip,Acropora solitaryensis
133324,URM-Cn-4752,Acropora gemmifera,76.783,92.113,200 m clip,Acropora gemmifera
133325,URM-Cn-5510,Cyphastrea chalcidicum,88.503,59.913,200 m clip,Cyphastrea chalcidicum
133327,URM-Cn-4779,Acropora lovelli,56.581,89.026,200 m clip,Cats Paw
133329,URM-Cn-6079,Porites stephensoni,57.644,95.633,200 m clip,Porites stephensoni
133333,URM-Cn-5605,Oulophyllia bennettae,87.135,52.442,200 m clip,Intermediate Valley Coral
133334,URM-Cn-4719,Acropora branchi,60.766,72.231,200 m clip,Acropora branchi
133337,URM-Cn-5826,Merulina ampliata,80.782,94.794,200 m clip,Merulina Coral
133340,URM-Cn-5897,Symphyllia wilsoni,95.712,57.056,200 m clip,Symphyllia wilsoni
133343,URM-Cn-5569,Favites russelli,88.79,33.57,200 m clip,Favites russelli
133344,URM-Cn-5790,Podabacia sinai,93.988,58.558,200 m clip,Podabacia sinai
133345,URM-Cn-4941,Montipora tuberculosa,83.723,99.603,200 m clip,Montipora tuberculosa
133348,SLB-93322,Acropora variolosa,62.785,82.744,200 m clip,Acropora variolosa
