sciname,iucn_sid,am_sid,area_iucn,area_am,dist_align,area_ratio,spp_group_text,reviewed,occurcells,n_spp,quad,common,name
Crossosalarias macrospilus,155034,Fis-32415,9940269.5,7680905.9,53.068,77.271,Combtooth Blennies,FALSE,53,269,q3,Tripplespot Blenny,Tripplespot Blenny
Halichoeres notospilus,155076,Fis-26972,1512991.9,1099950.5,59.837,72.7,Wrasses,FALSE,98,472,q3,Banded Wrasse,Banded Wrasse
Torquigener tuberculiferus,155079,Fis-28707,5715908.2,8379166.6,61.601,68.216,Pufferfish,FALSE,24,113,q3,Null,Torquigener tuberculiferus
Centropyge acanthops,155083,Fis-27342,3920941.8,2030645.6,68.168,51.79,Angelfish,FALSE,36,72,q2,Orangeback Angelfish,Orangeback Angelfish
Sarda sarda,155096,Fis-22818,16133776.4,9677603.4,53.355,59.983,Tunas/Billfish,FALSE,633,59,q3,Atlantic Bonito,Atlantic Bonito
Chromis flavicauda,155098,Fis-28234,1984107.2,2467677,28.034,80.404,Damselfish,FALSE,12,48,q3,Cobalt Chromis,Cobalt Chromis
Omobranchus anolius,155099,Fis-28969,1291742.9,1475911,40.326,87.522,Combtooth Blennies,FALSE,39,269,q3,Null,Omobranchus anolius
Omobranchus rotundiceps,155108,Fis-138844,2437411.5,8696928.5,54.697,28.026,Combtooth Blennies,FALSE,75,269,q4,Rotund Blenny,Rotund Blenny
Naso vlamingii,155120,Fis-25960,24263930.4,10313766.7,75.649,42.507,Surgeons/Tangs/Unicornfish,TRUE,116,77,q2,Bignose Unicornfish,Bignose Unicornfish
Anampses melanurus,155146,Fis-31471,10631538.1,9096845.9,44.722,85.565,Wrasses,FALSE,41,472,q3,White-Spotted Wrasse,White-Spotted Wrasse
Calamus cervigoni,155180,Fis-29746,166011,1672123.3,36.392,9.928,Seabreams/Porgies,FALSE,9,92,q4,Spotfin Porgy,Spotfin Porgy
Cirripectes filamentosus,155186,Fis-25099,17079184.1,9845319.9,74.371,57.645,Combtooth Blennies,TRUE,117,269,q1,Filamentous Blenny,Filamentous Blenny
Coradion melanopus,155193,Fis-27747,5191209.9,5304953.7,43.781,97.856,Butterflyfish,FALSE,11,116,q3,Twospot Coralfish,Twospot Coralfish
Cirripectes alleni,155194,Fis-144753,291270.9,549086.4,52.932,53.046,Combtooth Blennies,FALSE,7,269,q4,Kimberley Blenny,Kimberley Blenny
Chaetodon sedentarius,155220,Fis-22163,5549171.6,3165839.6,95.832,57.051,Butterflyfish,TRUE,202,116,q1,Reef Butterflyfish,Reef Butterflyfish
Halichoeres papilionaceus,155221,Fis-138816,6725125.6,3869335.5,71.065,57.536,Wrasses,FALSE,28,472,q1,Weed Wrasse,Weed Wrasse
Halichoeres binotopsis,155238,Fis-28627,6357072.8,4823512.8,58.798,75.876,Wrasses,FALSE,25,472,q3,Saowisata Wrasse,Saowisata Wrasse
Dentex congoensis,155250,Fis-31047,1311665.6,637639.4,96.221,48.613,Seabreams/Porgies,FALSE,114,92,q2,Congo Dentex,Congo Dentex
Pseudojuloides kaleidos,155252,Fis-140522,1920836.8,1242206.9,45.296,64.67,Wrasses,FALSE,3,472,q3,Kaleidos Wrasse,Kaleidos Wrasse
Thunnus atlanticus,155276,Fis-22834,12428656.6,22383346,92.453,55.526,Tunas/Billfish,FALSE,733,59,q1,Blackfin Tuna,Blackfin Tuna
Scarus schlegeli,155290,Fis-25406,17053892.8,9819281.1,62.363,57.578,Wrasses,FALSE,94,472,q3,Yellowband Parrotfish,Yellowband Parrotfish
Centropyge loricula,155308,Fis-26704,9642333.8,4701927.7,42.281,48.763,Angelfish,FALSE,50,72,q4,NA,Centropyge loricula
Canthigaster leoparda,155313,Fis-31872,527390,4763973.9,57.556,11.07,Pufferfish,FALSE,6,113,q4,Leopard Sharpnose Puffer,Leopard Sharpnose Puffer
Pseudocheilinus ocellatus,155314,Fis-134684,8119456.9,5647496.8,27.589,69.555,Wrasses,FALSE,27,472,q3,Whitebarred Wrasse,Whitebarred Wrasse
Salarias sinuosus,158632,Fis-35632,10694216.8,9756374,42.589,91.23,Combtooth Blennies,FALSE,53,269,q3,Fringelip Blenny,Fringelip Blenny
Chaetodon falcula,165607,Fis-32633,4652173,3676470.6,45.277,79.027,Butterflyfish,FALSE,36,116,q3,Blackwedged Butterflyfish,Blackwedged Butterflyfish
Heniochus pleurotaenia,165608,Fis-35229,2364671.6,2553037.9,41.984,92.622,Butterflyfish,FALSE,15,116,q3,Phantom Bannerfish,Phantom Bannerfish
Chaetodon larvatus,165609,Fis-35091,1031901,1278018.3,55.673,80.742,Butterflyfish,FALSE,18,116,q3,Hooded Butterflyfish,Hooded Butterflyfish
Chaetodon leucopleura,165610,Fis-32653,1653897.5,2135994.1,42.758,77.43,Butterflyfish,FALSE,20,116,q3,Somali Butterflyfish,Somali Butterflyfish
Chaetodon ocellatus,165611,Fis-22162,5983232,2195329.9,96.448,36.691,Butterflyfish,FALSE,222,116,q2,Spotfin Butterflyfish,Spotfin Butterflyfish
Chaetodon zanzibarensis,165612,Fis-59414,2963438.8,1525494,66.513,51.477,Butterflyfish,FALSE,32,116,q2,Zanzibar Butterflyfish,Zanzibar Butterflyfish
Prognathodes brasiliensis,165613,Fis-148572,654450.4,614561.7,64.387,93.905,Butterflyfish,FALSE,7,116,q1,Null,Prognathodes brasiliensis
Roa jayakari,165614,Fis-162910,2016965.2,1223139.1,67.087,60.643,Butterflyfish,FALSE,6,116,q1,Indian Golden-Barred Butterflyfish,Indian Golden-Barred Butterflyfish
Chaetodon mertensii,165615,Fis-31436,11910736.9,11151557.1,33.1,93.626,Butterflyfish,FALSE,94,116,q3,Atoll Butterflyfish,Atoll Butterflyfish
Chelmon marginalis,165616,Fis-31910,1783251.5,2190575.4,54.935,81.406,Butterflyfish,FALSE,75,116,q3,Margined Coralfish,Margined Coralfish
Chaetodon mesoleucos,165618,Fis-58066,945129.4,1093272.1,49.065,86.45,Butterflyfish,FALSE,10,116,q3,White-Face Butterflyfish,White-Face Butterflyfish
Chaetodon guttatissimus,165619,Fis-32530,5611688.6,3150572.9,64.1,56.143,Butterflyfish,FALSE,62,116,q1,Peppered Butterflyfish,Peppered Butterflyfish
Chaetodon burgessi,165620,Fis-31430,5640156.4,668943.7,59.59,11.86,Butterflyfish,FALSE,4,116,q4,Burgess' Butterflyfish,Burgess' Butterflyfish
Prognathodes aya,165621,Fis-148569,1223590.6,1353419.1,66.681,90.407,Butterflyfish,FALSE,64,116,q1,Bank Butterflyfish,Bank Butterflyfish
Heniochus singularius,165622,Fis-31456,16750382.9,15252060.4,58.514,91.055,Butterflyfish,FALSE,88,116,q3,Singular Bannerfish,Singular Bannerfish
Chaetodon octofasciatus,165623,Fis-31439,11621965.9,9212682.3,60.051,79.27,Butterflyfish,TRUE,83,116,q3,Eightband Butterflyfish,Eightband Butterflyfish
Chaetodon triangulum,165624,Fis-32539,2982207.9,4239973.1,36.234,70.336,Butterflyfish,FALSE,20,116,q3,Triangle Butterflyfish,Triangle Butterflyfish
Chaetodon paucifasciatus,165625,Fis-35094,874895.8,1108836.6,64.631,78.902,Butterflyfish,FALSE,14,116,q1,Eritrean Butterflyfish,Eritrean Butterflyfish
Heniochus acuminatus,165626,Fis-25701,29766069.8,16623156.2,83.683,55.846,Butterflyfish,FALSE,255,116,q1,Pennant Coralfish,Pennant Coralfish
Prognathodes aculeatus,165627,Fis-148575,3525628.7,2577870.3,74.079,73.118,Butterflyfish,FALSE,89,116,q1,Longsnout Butterflyfish,Longsnout Butterflyfish
Chaetodon kleinii,165628,Fis-31391,24071485.9,13453650.2,76.544,55.89,Butterflyfish,TRUE,226,116,q1,Sunburst Butterflyfish,Sunburst Butterflyfish
Chaetodon vagabundus,165630,Fis-31451,27942579.6,12689857.7,87.737,45.414,Butterflyfish,TRUE,286,116,q2,Vagabond Butterflyfish,Vagabond Butterflyfish
Chaetodon auriga,165631,Fis-31427,32463866,14415396.3,89.831,44.404,Butterflyfish,FALSE,279,116,q2,Threadfin Butterflyfish,Threadfin Butterflyfish
Chaetodon punctatofasciatus,165632,Fis-31440,11918090.4,7886623.2,56.966,66.174,Butterflyfish,TRUE,88,116,q3,Spotband Butterflyfish,Spotband Butterflyfish
Johnrandallia nigrirostris,165633,Fis-28456,1655371.9,685885.6,69.25,41.434,Butterflyfish,TRUE,106,116,q2,Blacknosed Butterflyfish,Blacknosed Butterflyfish
Chaetodon austriacus,165634,Fis-31860,1134646.6,927519.9,54.735,81.745,Butterflyfish,FALSE,16,116,q3,Blacktail Butterflyfish,Blacktail Butterflyfish
Chaetodon humeralis,165635,Fis-32747,2098201.6,945868.2,84.734,45.08,Butterflyfish,TRUE,151,116,q2,Threebanded Butterflyfish,Threebanded Butterflyfish
Chaetodon nippon,165636,Fis-35231,1524315.7,2485254.1,38.797,61.334,Butterflyfish,FALSE,13,116,q3,Japanese Butterflyfish,Japanese Butterflyfish
Chaetodon striatus,165637,Fis-22164,5650317.4,2659230.8,97.893,47.063,Butterflyfish,FALSE,169,116,q2,Banded Butterflyfish,Banded Butterflyfish
Chaetodon meyeri,165638,Fis-31437,18815073.9,11116318.7,64.763,59.082,Butterflyfish,FALSE,97,116,q1,Scrawled Butterflyfish,Scrawled Butterflyfish
Roa excelsa,165639,Fis-17443,471921.4,1051595.2,25.844,44.877,Butterflyfish,FALSE,5,116,q4,Hawaiian Gold-Barred Butterflyfish,Hawaiian Gold-Barred Butterflyfish
Heniochus chrysostomus,165640,Fis-31454,18823418.7,10491676.6,66.158,55.737,Butterflyfish,TRUE,143,116,q1,Threeband Pennantfish,Threeband Pennantfish
Chaetodon ornatissimus,165641,Fis-31874,23152859.6,9598980.8,82.848,41.459,Butterflyfish,TRUE,177,116,q2,Ornate Butterflyfish,Ornate Butterflyfish
Chaetodon madagaskariensis,165642,Fis-32531,4068724.1,5840981.9,37.233,69.658,Butterflyfish,FALSE,45,116,q3,Seychelles Butterflyfish,Seychelles Butterflyfish
Chaetodon selene,165643,Fis-31905,6122179.6,7180449.2,45.838,85.262,Butterflyfish,FALSE,22,116,q3,Yellow-Dotted Butterflyfish,Yellow-Dotted Butterflyfish
Prognathodes guyanensis,165646,Fis-148570,3572711.3,3062797.6,60.242,85.728,Butterflyfish,FALSE,38,116,q3,French Butterflyfish,French Butterflyfish
Chaetodon decussatus,165648,Fis-33881,5546748.7,8500654,48.936,65.251,Butterflyfish,FALSE,24,116,q3,Indian Vagabond Butterflyfish,Indian Vagabond Butterflyfish
Chaetodon gardineri,165649,Fis-58068,1621764.8,3297453.1,56.066,49.182,Butterflyfish,FALSE,19,116,q4,Gardner's Butterflyfish,Gardner's Butterflyfish
Heniochus monoceros,165650,Fis-31455,21433383.3,14177810,54.678,66.148,Butterflyfish,FALSE,122,116,q3,Masked Bannerfish,Masked Bannerfish
Chaetodon lunula,165651,Fis-25697,28940169.2,17036010.3,74.257,58.866,Butterflyfish,FALSE,282,116,q1,Raccoon Butterflyfish,Raccoon Butterflyfish
Heniochus varius,165652,Fis-25702,16636444.7,7774492.6,75.663,46.732,Butterflyfish,TRUE,94,116,q2,Horned Bannerfish,Horned Bannerfish
Chaetodon pelewensis,165653,Fis-31893,9365234.3,1892853.1,82.607,20.211,Butterflyfish,FALSE,88,116,q2,Sunset Butterflyfish,Sunset Butterflyfish
Chaetodon dolosus,165654,Fis-33074,2105319.8,1576388.1,54.924,74.876,Butterflyfish,FALSE,30,116,q3,African Butterflyfish,African Butterflyfish
Chaetodon multicinctus,165655,Fis-32544,682219.1,163985.8,80.205,24.037,Butterflyfish,FALSE,11,116,q2,Pebbled Butterflyfish,Pebbled Butterflyfish
Chaetodon xanthurus,165656,Fis-31856,6843168.8,8147525.7,47.5,83.991,Butterflyfish,FALSE,25,116,q3,Pearlscale Butterflyfish,Pearlscale Butterflyfish
Chaetodon plebeius,165657,Fis-31895,7479422.4,10415462,35.692,71.811,Butterflyfish,FALSE,89,116,q3,Blueblotch Butterflyfish,Blueblotch Butterflyfish
Chelmon rostratus,165659,Fis-25650,12365607.7,12411548.2,52.435,99.63,Butterflyfish,FALSE,142,116,q3,Copperband Butterflyfish,Copperband Butterflyfish
Chelmon muelleri,165660,Fis-62923,1756214.6,2006878.6,52.779,87.51,Butterflyfish,FALSE,47,116,q3,Blackfin Coralfish,Blackfin Coralfish
Parachaetodon ocellatus,165661,Fis-26749,11914679.8,12971566.5,59.891,91.852,Butterflyfish,FALSE,178,116,q3,Sixspine Butterflyfish,Sixspine Butterflyfish
Chaetodon fremblii,165662,Fis-32542,629167.3,191484,75.635,30.435,Butterflyfish,FALSE,34,116,q2,Bluestriped Butterflyfish,Bluestriped Butterflyfish
Chaetodon argentatus,165663,Fis-31915,1574440.9,2658663.6,38.545,59.219,Butterflyfish,FALSE,17,116,q3,Asian Butterflyfish,Asian Butterflyfish
Chaetodon oxycephalus,165664,Fis-31399,8717699.7,8931790.9,46.498,97.603,Butterflyfish,FALSE,27,116,q3,Spot-Nape Butterflyfish,Spot-Nape Butterflyfish
Chaetodon ulietensis,165665,Fis-31449,18126742.3,12166635.2,50.227,67.12,Butterflyfish,FALSE,102,116,q3,Pacific Double-Saddle Butterflyfish,Pacific Double-Saddle Butterflyfish
Chaetodon mitratus,165666,Fis-33082,1506174.3,2734255.9,24.467,55.085,Butterflyfish,FALSE,17,116,q3,Indian Butterflyfish,Indian Butterflyfish
Forcipiger longirostris,165667,Fis-25699,22455662.4,14331258.3,56.419,63.82,Butterflyfish,TRUE,173,116,q3,Longnose Butterflyfish,Longnose Butterflyfish
Chaetodon citrinellus,165668,Fis-31431,24007345.3,11162423.9,71.95,46.496,Butterflyfish,TRUE,248,116,q2,Speckled Butterflyfish,Speckled Butterflyfish
Chaetodon lineolatus,165669,Fis-31434,27949316.3,15899018.6,76.619,56.885,Butterflyfish,FALSE,158,116,q1,Lined Butterflyfish,Lined Butterflyfish
Chaetodon semilarvatus,165670,Fis-35096,1066969.8,1299315.5,48.879,82.118,Butterflyfish,FALSE,17,116,q3,Bluecheek Butterflyfish,Bluecheek Butterflyfish
Chaetodon xanthocephalus,165671,Fis-32532,3981480.1,3582646,41.807,89.983,Butterflyfish,FALSE,50,116,q3,Yellowhead Butterflyfish,Yellowhead Butterflyfish
Hemitaurichthys polylepis,165672,Fis-25700,18364449.5,8305078.3,63.462,45.224,Butterflyfish,TRUE,88,116,q2,Pyramid Butterflyfish,Pyramid Butterflyfish
Chaetodon trifasciatus,165673,Fis-31448,6288267.1,12563647.8,36.825,50.051,Butterflyfish,FALSE,255,116,q4,Melon Butterflyfish,Melon Butterflyfish
Prognathodes marcellae,165674,Fis-25458,1285462.7,709813.4,90.566,55.219,Butterflyfish,FALSE,81,116,q1,Null,Prognathodes marcellae
Chaetodon smithi,165675,Fis-35297,202981.1,449722.5,2.771,45.135,Butterflyfish,FALSE,3,116,q4,Smith's Butterflyfish,Smith's Butterflyfish
Chaetodon ocellicaudus,165676,Fis-31438,7620913.7,4483955.1,77.68,58.838,Butterflyfish,TRUE,20,116,q1,Spot-Tail Butterflyfish,Spot-Tail Butterflyfish
Roa modestus,165677,Fis-34757,2586870.3,9496163.6,65.121,27.241,Butterflyfish,FALSE,43,116,q2,NA,Roa modestus
Chaetodon quadrimaculatus,165678,Fis-31441,8513476.2,5647919.2,25.119,66.341,Butterflyfish,FALSE,91,116,q3,Fourspot Butterflyfish,Fourspot Butterflyfish
Chaetodon trichrous,165679,Fis-35236,1569254.4,470272.2,57.925,29.968,Butterflyfish,FALSE,11,116,q4,Tahiti Butterflyfish,Tahiti Butterflyfish
Chaetodon rafflesii,165680,Fis-31442,16609713.3,9896867.1,66.07,59.585,Butterflyfish,TRUE,88,116,q1,Latticed Butterflyfish,Latticed Butterflyfish
Chaetodon ephippium,165681,Fis-31432,20496164.7,9935574.1,72.152,48.475,Butterflyfish,TRUE,172,116,q2,Saddle Butterflyfish,Saddle Butterflyfish
Amphichaetodon howensis,165682,Fis-28538,488358.7,1219153.8,42.39,40.057,Butterflyfish,FALSE,30,116,q4,Lord Howe Island Butterflyfish,Lord Howe Island Butterflyfish
Heniochus diphreutes,165683,Fis-32521,10961578.2,13759839.8,44.834,79.664,Butterflyfish,TRUE,108,116,q3,False Moorish Idol,False Moorish Idol
Chaetodon interruptus,165684,Fis-151993,4445308.3,1438991.5,85.58,32.371,Butterflyfish,TRUE,27,116,q2,Yellow Teardrop Butterflyfish,Yellow Teardrop Butterflyfish
Chaetodon wiebeli,165685,Fis-31916,3761484.4,6447951.7,44.994,58.336,Butterflyfish,FALSE,23,116,q3,Hongkong Butterflyfish,Hongkong Butterflyfish
Chaetodon bennetti,165686,Fis-31429,21170793.8,12360677.2,62.032,58.386,Butterflyfish,FALSE,86,116,q3,Bluelashed Butterflyfish,Bluelashed Butterflyfish
Chaetodon tricinctus,165687,Fis-31906,234424.1,16000.4,100,6.825,Butterflyfish,FALSE,4,116,q2,Three-Striped Butterflyfish,Three-Striped Butterflyfish
Chaetodon flavirostris,165688,Fis-31867,5326972.6,2602431.2,51.965,48.854,Butterflyfish,FALSE,62,116,q4,Black Butterflyfish,Black Butterflyfish
Chaetodon melannotus,165689,Fis-31435,24057098.3,11963017.5,79.914,49.728,Butterflyfish,TRUE,189,116,q2,Blackback Butterflyfish,Blackback Butterflyfish
Heniochus intermedius,165691,Fis-35097,910840.9,1459062,62.417,62.426,Butterflyfish,FALSE,21,116,q3,Red Sea Bannerfish,Red Sea Bannerfish
Chaetodon baronessa,165692,Fis-31428,13069789.5,9795717.6,57.827,74.949,Butterflyfish,FALSE,138,116,q3,Eastern Triangular Butterflyfish,Eastern Triangular Butterflyfish
Chaetodon auripes,165693,Fis-31908,2081023.8,845794.8,80.756,40.643,Butterflyfish,FALSE,33,116,q2,Oriental Butterflyfish,Oriental Butterflyfish
Chaetodon speculum,165694,Fis-31445,16128346.5,11166415.2,69.034,69.235,Butterflyfish,TRUE,110,116,q1,Mirror Butterflyfish,Mirror Butterflyfish
Chaetodon capistratus,165695,Fis-22160,4400782.3,2150837,96.571,48.874,Butterflyfish,FALSE,163,116,q2,Foureye Butterflyfish,Foureye Butterflyfish
Chaetodon nigropunctatus,165696,Fis-35234,547136.3,1528974.8,60.803,35.785,Butterflyfish,FALSE,12,116,q4,Black-Spotted Butterflyfish,Black-Spotted Butterflyfish
Coradion altivelis,165697,Fis-34428,13821130.1,9997984.8,62.287,72.338,Butterflyfish,FALSE,83,116,q3,Highfin Coralfish,Highfin Coralfish
Chaetodon tinkeri,165698,Fis-31446,575076.6,3352883,17.992,17.152,Butterflyfish,FALSE,8,116,q4,Hawaiian Butterflyfish,Hawaiian Butterflyfish
Chaetodon hoefleri,165700,Fis-31212,1627948,907372.2,78.977,55.737,Butterflyfish,FALSE,99,116,q1,Four-Banded Butterflyfish,Four-Banded Butterflyfish
Prognathodes falcifer,165701,Fis-138631,542145.1,1849932.9,40.2,29.306,Butterflyfish,FALSE,23,116,q4,Scythemarked Butterflyfish,Scythemarked Butterflyfish
Coradion chrysozonus,165702,Fis-25698,13237198.4,9920594.8,74.66,74.945,Butterflyfish,TRUE,158,116,q1,Goldengirdled Coralfish,Goldengirdled Coralfish
Chaetodon aureofasciatus,165703,Fis-31859,2360509.2,3939479,49.9,59.919,Butterflyfish,FALSE,97,116,q3,Golden Butterflyfish,Golden Butterflyfish
Chaetodon lunulatus,165704,Fis-35803,23116876.7,7879697.5,91.195,34.086,Butterflyfish,TRUE,103,116,q2,Oval Butterflyfish,Oval Butterflyfish
Chaetodon fasciatus,165705,Fis-35089,946896.7,2347539,54.877,40.336,Butterflyfish,FALSE,25,116,q4,Diagonal Butterflyfish,Diagonal Butterflyfish
Chelmonops curiosus,165706,Fis-58081,849390.9,465868.1,92.758,54.847,Butterflyfish,TRUE,35,116,q1,Western Talma,Western Talma
Chaetodon andamanensis,165707,Fis-142113,1969447.4,2093894.8,36.247,94.057,Butterflyfish,FALSE,7,116,q3,Andaman Butterflyfish,Andaman Butterflyfish
Chaetodon blackburnii,165709,Fis-32634,1729132.2,1898727.3,41.205,91.068,Butterflyfish,FALSE,30,116,q3,Brownburnie,Brownburnie
Chaetodon assarius,165710,Fis-31862,569319.7,557316,52.931,97.892,Butterflyfish,FALSE,24,116,q3,West Australian Butterflyfish,West Australian Butterflyfish
Chaetodon adiergastos,165711,Fis-31861,7518880,6305552.8,51.735,83.863,Butterflyfish,FALSE,25,116,q3,Philippine Butterflyfish,Philippine Butterflyfish
Chaetodon trifascialis,165712,Fis-31447,27756631.1,12373501.6,82.003,44.579,Butterflyfish,TRUE,213,116,q2,Chevron Butterflyfish,Chevron Butterflyfish
Chaetodon reticulatus,165713,Fis-31443,13913726.3,5478300.8,64.909,39.373,Butterflyfish,TRUE,97,116,q2,Mailed Butterflyfish,Mailed Butterflyfish
Chaetodon unimaculatus,165714,Fis-31450,23927284.2,10128185.5,91.11,42.329,Butterflyfish,TRUE,163,116,q2,Teardrop Butterflyfish,Teardrop Butterflyfish
Forcipiger flavissimus,165716,Fis-31452,28781232.9,13272826,75.06,46.116,Butterflyfish,TRUE,238,116,q2,Longnose Butterfly Fish,Longnose Butterfly Fish
Chaetodon rainfordi,165717,Fis-31904,738205.1,1490765.7,55.485,49.519,Butterflyfish,FALSE,49,116,q4,Rainford's Butterflyfish,Rainford's Butterflyfish
Chaetodon guentheri,165718,Fis-31868,7071153.7,9494510.6,47.048,74.476,Butterflyfish,FALSE,46,116,q3,Crochet Butterflyfish,Crochet Butterflyfish
Hemitaurichthys zoster,165719,Fis-26699,4989855.2,11253459.4,34.505,44.341,Butterflyfish,FALSE,44,116,q4,Brown-and-White Butterflyfish,Brown-and-White Butterflyfish
Chelmonops truncatus,165720,Fis-27746,205692.8,3205832.4,52.791,6.416,Butterflyfish,FALSE,45,116,q4,Truncate Coralfish,Truncate Coralfish
Chaetodon miliaris,165721,Fis-31248,682219.1,1143337.7,26.173,59.669,Butterflyfish,FALSE,47,116,q3,Millet Butterflyfish,Millet Butterflyfish
Chaetodon collare,165723,Fis-32538,5856269.2,11518240.6,47.049,50.843,Butterflyfish,FALSE,46,116,q4,Redtail Butterflyfish,Redtail Butterflyfish
Chaetodon melapterus,165724,Fis-35232,1585964.2,2166352.2,53.985,73.209,Butterflyfish,FALSE,13,116,q3,Arabian Butterflyfish,Arabian Butterflyfish
Chaetodon semeion,165725,Fis-31444,16664616.2,12035662.5,48.982,72.223,Butterflyfish,FALSE,48,116,q3,Dotted Butterflyfish,Dotted Butterflyfish
Chaetodon dialeucos,165726,Fis-58083,383059.8,764778.4,43.769,50.088,Butterflyfish,FALSE,3,116,q4,Oman Butterflyfish,Oman Butterflyfish
Amphichaetodon melbae,165727,Fis-33857,115479.5,10646.1,51.883,9.219,Butterflyfish,FALSE,3,116,q4,Narrow-Barred Butterflyfish,Narrow-Barred Butterflyfish
Apolemichthys griffisi,165822,Fis-27169,2736090.9,2010739.7,25.056,73.49,Angelfish,FALSE,5,72,q3,Griffis Angelfish,Griffis Angelfish
Holacanthus africanus,165825,Fis-34365,1249837.4,675915.9,85.188,54.08,Angelfish,FALSE,81,72,q2,Guinean Angelfish,Guinean Angelfish
Chaetodontoplus chrysocephalus,165826,Fis-34344,36741.7,5664249.1,74.985,0.649,Angelfish,FALSE,8,72,q2,Orangeface Angelfish,Orangeface Angelfish
Centropyge fisheri,165828,Fis-26703,23252665.4,13136575.7,60.038,56.495,Angelfish,FALSE,49,72,q3,Orange Angelfish,Orange Angelfish
Pomacanthus xanthometopon,165829,Fis-25750,13797682.9,8705429.1,70.391,63.093,Angelfish,TRUE,45,72,q1,Yellowface Angelfish,Yellowface Angelfish
Centropyge hotumatua,165830,Fis-34254,520154.8,532222.8,5.908,97.733,Angelfish,FALSE,5,72,q3,Blackear Angelfish,Blackear Angelfish
Pomacanthus chrysurus,165831,Fis-28090,2653592.8,2615179.9,37.999,98.552,Angelfish,FALSE,22,72,q3,Goldtail Angelfish,Goldtail Angelfish
Holacanthus bermudensis,165832,Fis-30117,1815067.5,1522150.5,71.023,83.862,Angelfish,TRUE,90,72,q1,Angelfish,Angelfish
Pomacanthus maculosus,165833,Fis-26757,2988581.6,1960214.3,69.275,65.59,Angelfish,FALSE,35,72,q1,Yellowbar Angelfish,Yellowbar Angelfish
Apolemichthys arcuatus,165834,Fis-17303,682219.1,367620.9,42.59,53.886,Angelfish,FALSE,8,72,q4,Banded Angelfish,Banded Angelfish
Apolemichthys trimaculatus,165835,Fis-26169,16823009.6,12081175.5,60.44,71.813,Angelfish,TRUE,107,72,q3,Threespot Angelfish,Threespot Angelfish
Centropyge argi,165837,Fis-22168,4328722.6,3784265.4,57.063,87.422,Angelfish,FALSE,95,72,q3,Cherubfish,Cherubfish
Centropyge colini,165838,Fis-32986,4125551.1,6291964.1,31.264,65.569,Angelfish,FALSE,9,72,q3,Cocos-Keeling Angelfish,Cocos-Keeling Angelfish
Pomacanthus asfur,165839,Fis-28087,1542844.1,2480823.8,48.459,62.191,Angelfish,FALSE,22,72,q3,Arabian Angelfish,Arabian Angelfish
Pomacanthus sexstriatus,165840,Fis-26189,14017433.9,9773282.8,77.935,69.722,Angelfish,TRUE,103,72,q1,Sixbar Angelfish,Sixbar Angelfish
