code,Country/EEZ,Index,FIS,FP,MAR,AO,NP,CS,CP,LIV,LE,ECO,TR,ICO,SP,LSP,CW,HAB,BD,SPP
202,Tanzania,-1.3,0,-0.2,0,0,0.6,-0.2,-0.2,0,0,0,0,-0.2,-0.1,0,-12.5,-0.2,-0.3,-0.5
203,India,0.7,0,-2.3,-0.8,0,0,-0.1,-0.2,8.3,4.1,0,0,-0.1,0,0,5.9,-0.2,-0.3,-0.3
204,Bangladesh,0.7,0,0.2,0.4,0,2.9,0,0,0,0.4,0.6,0,0.1,0.2,0.2,3.1,0,0.2,0.4
205,Myanmar,6.7,0,-0.1,-1.3,0.6,,0.3,0.1,0,8.9,17.7,0,0.2,0.2,0.1,8.9,0.2,0.2,0.1
206,Malaysia,-0.1,-3.2,-2.7,-0.2,0,20.2,-0.2,-0.2,0,-5.7,-11.5,-0.1,-0.2,-0.2,-0.2,-11.8,-0.2,-0.1,-0.1
207,Vietnam,1.2,0,4.9,1.9,0,-4.5,0,0,0,6.8,13.5,0,0.1,0.1,0,4.2,0.1,0.1,0.1
208,Singapore,1.9,-2.2,3.4,-0.2,1.3,2.6,0,0,2.1,1.1,0,0.1,0.2,0.1,0,10.8,0.1,0.2,0.3
209,China,0.2,0,0.5,0,0,3.4,-0.1,0.2,1.6,0.6,-0.4,0,-0.1,-0.2,-0.4,-2.5,0,-0.1,0
210,Japan,-0.2,1.1,0.5,-2.7,0.2,-3.5,0,1.2,10.8,5.3,0,0,0.3,0.2,0,-5.9,0,0,-0.2
212,Kiribati,0.6,0.1,0.1,-0.1,0,0.3,0.1,0.1,11.2,5.6,0,0.1,0.1,0,0,-0.3,0.1,0,0
213,Antarctica,,,,,,,,,,,,,,,,,,,
214,Egypt,2.9,-1.2,-2.8,-2.8,0.1,30.9,-0.7,-0.5,0,0,0,-0.5,-0.3,-0.2,0,2.8,0,-0.2,-0.4
215,Jordan,-0.7,0,0,,0.1,,-0.1,-0.2,-0.7,-0.4,0,0,-0.2,-0.1,0,-4.5,-0.2,-0.4,-0.5
216,Indonesia,0.9,-1.1,3.2,1.5,0,-4.8,0.1,0,0,15.8,31.6,0,0,0,0,-5.2,0.1,-0.1,-0.1
218,Canada,2.3,1.1,1.3,0.8,0.2,-12.5,0,-0.8,-4.2,-2.1,0,0.5,0.3,-0.4,-1.1,37.1,0,0.2,0.4
219,Saint Pierre and Miquelon,7.4,2.3,2.3,,0.2,,,,0,0.1,0.1,0.6,0.1,0.1,0.2,48.2,0,0.2,0.2
220,Sint Maarten,-3.1,0,0,,0.3,-26.5,0,-0.1,-0.4,1.8,4.2,0,-0.1,-0.1,-0.1,-6.6,0,0,0
221,Northern Saint-Martin,0.4,,,,0.2,,0,-0.2,-0.4,1.8,4.1,0,,-0.1,-0.1,1.7,0,0,-0.1
222,Sweden,2.6,1.5,1.2,-0.2,0.4,3.4,0.1,0,0,0,0,1.1,0.4,0.2,0,19.7,0,0,0
223,Norway,0.9,1.2,-0.6,0,0.1,1.2,,-12.5,20,12.8,5.7,0.3,0,0,0,7.4,-1.4,-0.7,0.1
224,Chile,-2.3,2.3,0.6,0,0.1,-16.4,,,0,1.1,2.3,-0.1,0,0,0,-4.1,-0.1,-0.1,-0.3
227,Jersey,0.5,,,,0.2,,0,0,-3.7,1.2,6.2,-0.1,,0,0,2.8,0,0,0
228,Guernsey,0.5,,,,0.2,,0,-0.1,-3.7,1.2,6.2,0,,0,0,2.8,0,0,0.1
231,East Timor,1,0,0.1,0,0,,0,0,0.1,0.1,0,0,0.1,0.2,0.3,8.1,0,0.1,0.2
232,Bosnia and Herzegovina,-0.4,1,5.9,0.1,0.1,,,,0,0,0,0,-0.1,-0.3,-0.4,-8.6,0,-0.1,-0.1
237,Oecussi Ambeno,2,,,,0.5,,0,-0.2,-1.5,7.1,15.8,0,,0.2,0.2,8.1,0,0.1,0.2
244,Curaçao,0.6,,,,0.3,,0.1,0,0,1.4,2.8,0,0.1,0.1,0.1,3.4,-0.1,0,0
245,Bonaire,-2.6,,,0.1,0.3,-26.6,0.1,-0.3,0,1.3,2.7,0,0.1,0.1,0.1,2.1,-0.1,0,0
247,Brunei,0,-2.3,-7.4,0.1,1.2,,0,0,0,-7.6,-15.4,0,0.2,0.1,0.1,13,0,0.1,0.1
248,Saba,-2.6,,,,0.3,-26.7,0,0,0,1.4,2.8,0,0.1,0.1,0.2,1.9,0,0,0
249,Sint Eustatius,-2.6,,,,0.3,-26.6,0,-0.4,0.1,1.4,2.7,0,0.1,0.1,0,1.9,0,0,0.1
250,Aruba,2.6,0,0,,2.6,,-0.2,-0.3,0,0,0,0,0.3,0.1,0,22,-0.2,0.1,0.3
