"scenario","dimension","country","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
2015,"score","Philippines",59.72,60.19,81.56,81.98,82.4,91.35,68.36,56.52,46.62,45.01,43.4,89.25,76.08,14.7,51.04,47.83,44.62,62.8,7.11
2015,"score","Cambodia",59.62,64.29,79.85,85.44,91.03,80.35,76.49,54.5,100,74.41,48.82,7.07,7.1,12.58,41.12,49.89,58.67,12.39,91.36
2015,"score","Venezuela",59.62,69.33,82.8,83.16,83.52,81.15,88.76,61.06,96.26,83.39,70.52,44.18,40.43,4.64,54.73,70.46,86.19,0.13,18.34
2015,"score","Jersey",59.54,82.56,88.28,83.75,79.22,54.88,54.84,52.49,88.45,87.1,85.75,,29.92,29.92,,46.42,46.42,,43.86
2015,"score","East Timor",59.52,49.75,77.87,82.17,86.48,85.4,83.94,64.91,0.05,27.48,54.91,44.21,44.16,0.03,58.83,58.4,57.98,,39.47
2015,"score","Bahrain",59.17,68.24,83.2,83.4,83.61,83.91,85.8,60.66,76.69,82.27,87.86,73.91,73.91,0.01,43.11,21.56,0,0,31.99
2015,"score","Benin",58.59,43.07,83.69,84.89,86.1,99.73,99.71,28.37,100,66.74,33.48,58.55,58.55,,67.38,33.69,0,,12.55
2015,"score","Jordan",58.59,55.85,81.3,83.93,86.57,89.68,86.19,52.98,100,87.35,74.7,5.15,5.15,,51.48,25.74,0,,40.43
2015,"score","Sudan",58.22,49.39,77.39,86.24,95.09,85.95,82.01,57.76,98.62,73.27,47.91,68.38,68.38,,49.09,24.55,0,41.94,12.74
2015,"score","Turkey",57.93,71.97,90.72,89.74,88.75,,,50.36,100,100,100,64.65,57.9,11.12,51.16,29.74,8.33,41.75,21.98
2015,"score","Cyprus",57.76,79.39,96.56,96.6,96.64,,,59.63,68.92,66.42,63.91,46.67,28.27,14.93,47.57,40.38,33.19,0,91.41
2015,"score","Peru",57.76,69.88,82.22,79.83,77.44,56.71,56.67,60.55,44.75,62.63,80.52,73.18,72.43,23.22,58.75,62.99,67.23,34.54,21.36
2015,"score","Iraq",57.51,53.69,78.82,84.38,89.95,81.07,81.07,43.46,70.06,85.03,100,59.87,59.87,,50.66,25.33,0,,3.65
2015,"score","Somalia",57.48,42.52,76.64,76.45,76.26,54.75,72.33,62.49,96.18,94.79,93.39,75.24,75.24,,53.48,26.76,0.04,69.51,0
2015,"score","Bosnia and Herzegovina",57.39,61,85.05,78.27,71.49,,,39.04,100,75.27,50.53,64.26,20.82,0.93,47.62,47.11,46.6,,80.26
2015,"score","Montenegro",57.24,62.7,86.03,92.33,98.64,,,60.04,97.58,79.29,61,67.48,59.36,5.25,52.49,26.88,1.27,0,77.32
2015,"score","Grenada",56.75,56.34,90.22,78.84,67.46,58.7,47.14,71.48,70.81,85.41,100,30.72,30.72,,61.47,30.8,0.13,,51.35
2015,"score","Uruguay",56.69,73.95,78.17,87.17,96.17,,,56.75,100,100,100,59.09,59.09,0,61.5,51.56,41.63,0.27,24.73
2015,"score","El Salvador",56.45,69.52,87.87,85.91,83.96,63.41,63.27,43.18,100,70.97,41.93,49.12,47.9,0.53,55.19,77.6,100,22.17,20.59
2015,"score","Albania",56.08,69.14,87.87,93.9,99.93,,,53.12,100,100,100,61.84,48.22,2.74,50.38,34.33,18.28,14.34,35.58
2015,"score","Guernsey",55.86,82.39,88.22,83.64,79.06,54.63,54.63,52.42,88.47,87.11,85.75,,45.87,45.87,,0,0,,42.06
2015,"score","Barbados",55.72,58.54,86.58,85.98,85.38,69.11,27.05,66.65,73.89,72.52,71.15,35.79,35.79,,64.91,32.84,0.77,8.75,100
2015,"score","Jamaica",55.72,55.11,87.16,82.96,78.76,51.08,99.07,48.41,87.25,78.11,68.97,3.18,3.18,0.05,57.29,78.65,100,4.35,56.31
2015,"score","Myanmar",55.63,51.84,78.1,85.76,93.42,89.84,86.69,54.54,92.31,96.15,100,1.98,2.07,5.01,52.38,33.79,15.2,47.34,8.31
2015,"score","Amsterdam Island and Saint Paul Island",55.18,,84.03,92.01,100,,,91.25,,,,13.2,13.2,,48.54,24.27,0,,
2015,"score","Haiti",54.76,49.66,83.58,81.66,79.75,65.27,95.59,43.59,94.39,97.19,100,1.01,1.01,,58.7,31.54,4.38,67.26,14.8
2015,"score","Nigeria",54.76,50.19,77.84,72.08,66.31,96.94,97.31,40.35,51.39,75.7,100,45.73,45.73,0,63.68,48.91,34.13,17.37,2.99
2015,"score","Syria",54.28,72.07,89.69,92.03,94.36,,,37.15,100,100,100,49.1,49.1,,46.28,23.14,0,60.74,0
2015,"score","Angola",53.51,50.54,79.83,82.17,84.51,87.55,85.48,64.32,90.02,75.01,60.01,16.16,16.16,,54.18,42.54,30.9,22.24,9.04
2015,"score","Senegal",53.46,51.88,83.03,72.24,61.46,30.51,33.78,51.34,99.74,99.87,100,72.49,72.48,0.14,63.32,81.66,100,11.19,29.68
2015,"score","Pakistan",52.6,57.98,79.95,74.42,68.9,45.52,45.5,47.12,99.38,83.96,68.53,61.58,61.57,0.01,60.65,63.64,66.63,42.59,3.72
2015,"score","Sao Tome and Principe",51.82,43.65,85.71,92.66,99.6,,,60.9,100,100,100,54.33,54.33,,50.43,25.22,0,0,37.82
2015,"score","Guinea Bissau",51.34,49.93,78.96,73.58,68.21,29.99,30.29,59.87,25.64,61.02,96.41,55.96,55.96,,54.46,77.23,100,,24.16
2015,"score","Saint Vincent and the Grenadines",51.28,56.83,92.21,92.68,93.15,74.06,93.68,66.94,22.12,27.27,32.43,5.46,5.46,,71.67,51.8,31.92,2.15,41.93
2015,"score","Algeria",51.14,68.05,83.74,86.37,89,,,42.63,100,100,100,77.27,77.15,0.05,43.84,25.9,7.96,0,9.04
2015,"score","Guinea",51.04,42.26,78.44,75.77,73.09,31.15,32.83,56.57,96.97,79.07,61.18,63.55,63.55,,54.34,70.36,86.38,,7.81
2015,"score","North Korea",49.89,52.73,77.67,88.64,99.62,94.74,,55.4,47.95,69.83,91.71,53.69,44.6,14.45,54.51,27.29,0.07,15.74,0
2015,"score","Lebanon",49.5,63.32,92.5,91.16,89.83,,,29.19,99.09,81.69,64.29,46.89,46.77,0.02,45.97,25.88,5.78,57.96,0
2015,"score","Nicaragua",47.61,52.7,87.51,77.73,67.96,29.95,9.69,63.12,100,79.44,58.88,53.72,41.26,24.16,57.34,78.67,100,17.7,25.79
2015,"score","Liberia",47.55,42.19,82.22,75.42,68.62,34.63,34.64,53.31,100,100,100,52.89,52.89,,57.21,28.6,0,,6.25
2015,"score","Sierra Leone",47.45,57.84,81.8,71.07,60.33,31.63,32.75,49.31,98.28,76.01,53.74,76.32,76.32,,55.33,29.26,3.19,,2.86
2015,"score","Democratic Republic of the Congo",46.91,49.2,80.09,72.42,64.76,30.67,30.64,41.46,96.75,98.38,100,30.37,30.37,,55.18,65.54,75.9,,3.55
2015,"score","Ivory Coast",46.75,43.26,82.49,75.17,67.85,32.74,32.74,46.6,100,85.7,71.4,82.84,82.84,,64.76,52.16,39.57,3.28,13
2015,"score","Dominica",45.86,70.98,89.05,74.55,60.06,26.23,26.49,66.18,91.34,84.35,77.36,10.83,10.83,,75,38.04,1.08,0,60.97
2015,"score","Libya",43.09,49.3,82.43,91.05,99.67,,,52.63,96.55,65.64,34.73,60.46,60.46,0,46.79,23.4,0,2.24,0
